id,title,state,phases,source,url,disposition,routing_basis,body,head,base,head_branch,base_branch,ahead_main,behind_main,file_count,files,failed_checks
COMPONENT:CMP-014-select,CMP-014: Select,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-014-select.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-014-select.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-015-combobox,CMP-015: Combobox,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-015-combobox.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-015-combobox.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-016-checkbox,CMP-016: Checkbox,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-016-checkbox.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-016-checkbox.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-017-radio-group,CMP-017: Radio group,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-017-radio-group.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-017-radio-group.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-018-switch,CMP-018: Switch,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-018-switch.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-018-switch.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-019-slider,CMP-019: Slider,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-019-slider.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-019-slider.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-020-segmented-control,CMP-020: Segmented control,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-020-segmented-control.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-020-segmented-control.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-021-tabs,CMP-021: Tabs,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-021-tabs.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-021-tabs.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-022-menu,CMP-022: Menu,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-022-menu.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-022-menu.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-023-context-menu,CMP-023: Context menu,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-023-context-menu.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-023-context-menu.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-024-popover,CMP-024: Popover,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-024-popover.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-024-popover.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-025-tooltip,CMP-025: Tooltip,specified; runtime coverage not certified,"[""E04""]",docs/components/CMP-025-tooltip.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-025-tooltip.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-026-dialog,CMP-026: Dialog,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-026-dialog.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-026-dialog.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-027-drawer,CMP-027: Drawer,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-027-drawer.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-027-drawer.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-028-bottom-sheet,CMP-028: Bottom sheet,specified; runtime coverage not certified,"[""E20""]",docs/components/CMP-028-bottom-sheet.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-028-bottom-sheet.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-029-toast,CMP-029: Toast,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-029-toast.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-029-toast.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-030-banner,CMP-030: Banner,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-030-banner.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-030-banner.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-031-inline-validation,CMP-031: Inline validation,specified; runtime coverage not certified,"[""E05""]",docs/components/CMP-031-inline-validation.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-031-inline-validation.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-032-validation-summary,CMP-032: Validation summary,specified; runtime coverage not certified,"[""E05""]",docs/components/CMP-032-validation-summary.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-032-validation-summary.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-033-progress-indicator,CMP-033: Progress indicator,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-033-progress-indicator.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-033-progress-indicator.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-034-skeleton,CMP-034: Skeleton,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-034-skeleton.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-034-skeleton.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-035-empty-state,CMP-035: Empty state,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-035-empty-state.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-035-empty-state.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-036-data-table,CMP-036: Data table,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-036-data-table.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-036-data-table.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-037-list,CMP-037: List,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-037-list.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-037-list.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-038-tree-item,CMP-038: Tree item,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-038-tree-item.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-038-tree-item.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-039-card,CMP-039: Card,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-039-card.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-039-card.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-040-breadcrumb,CMP-040: Breadcrumb,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-040-breadcrumb.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-040-breadcrumb.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-041-project-switcher,CMP-041: Project switcher,specified; runtime coverage not certified,"[""E08""]",docs/components/CMP-041-project-switcher.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-041-project-switcher.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-042-workspace-switcher,CMP-042: Workspace switcher,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-042-workspace-switcher.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-042-workspace-switcher.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-043-user-menu,CMP-043: User menu,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-043-user-menu.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-043-user-menu.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-044-presence-avatar,CMP-044: Presence avatar,specified; runtime coverage not certified,"[""E43""]",docs/components/CMP-044-presence-avatar.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-044-presence-avatar.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-045-permission-selector,CMP-045: Permission selector,specified; runtime coverage not certified,"[""E09""]",docs/components/CMP-045-permission-selector.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-045-permission-selector.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-046-share-link-control,CMP-046: Share link control,specified; runtime coverage not certified,"[""E35""]",docs/components/CMP-046-share-link-control.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-046-share-link-control.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-047-command-palette,CMP-047: Command palette,specified; runtime coverage not certified,"[""E04""]",docs/components/CMP-047-command-palette.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-047-command-palette.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-048-shortcut-hint,CMP-048: Shortcut hint,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-048-shortcut-hint.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-048-shortcut-hint.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-049-canvas,CMP-049: Canvas,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-049-canvas.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-049-canvas.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-050-canvas-overlay,CMP-050: Canvas overlay,specified; runtime coverage not certified,"[""E10""]",docs/components/CMP-050-canvas-overlay.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-050-canvas-overlay.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-051-selection-handle,CMP-051: Selection handle,specified; runtime coverage not certified,"[""E04""]",docs/components/CMP-051-selection-handle.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-051-selection-handle.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-052-selection-outline,CMP-052: Selection outline,specified; runtime coverage not certified,"[""E04""]",docs/components/CMP-052-selection-outline.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-052-selection-outline.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-053-snap-glyph,CMP-053: Snap glyph,specified; runtime coverage not certified,"[""E11""]",docs/components/CMP-053-snap-glyph.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-053-snap-glyph.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-054-numeric-overlay,CMP-054: Numeric overlay,specified; runtime coverage not certified,"[""E03""]",docs/components/CMP-054-numeric-overlay.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-054-numeric-overlay.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-055-view-cube,CMP-055: View cube,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-055-view-cube.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-055-view-cube.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-056-zoom-control,CMP-056: Zoom control,specified; runtime coverage not certified,"[""E04""]",docs/components/CMP-056-zoom-control.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-056-zoom-control.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-057-scale-control,CMP-057: Scale control,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-057-scale-control.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-057-scale-control.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-058-minimap,CMP-058: Minimap,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-058-minimap.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-058-minimap.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-059-underlay-control,CMP-059: Underlay control,specified; runtime coverage not certified,"[""E34""]",docs/components/CMP-059-underlay-control.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-059-underlay-control.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-060-import-dropzone,CMP-060: Import dropzone,specified; runtime coverage not certified,"[""E34""]",docs/components/CMP-060-import-dropzone.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-060-import-dropzone.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-061-import-summary,CMP-061: Import summary,specified; runtime coverage not certified,"[""E34""]",docs/components/CMP-061-import-summary.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-061-import-summary.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-062-export-options,CMP-062: Export options,specified; runtime coverage not certified,"[""E20""]",docs/components/CMP-062-export-options.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-062-export-options.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-063-export-summary,CMP-063: Export summary,specified; runtime coverage not certified,"[""E20""]",docs/components/CMP-063-export-summary.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-063-export-summary.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-064-comment-pin,CMP-064: Comment pin,specified; runtime coverage not certified,"[""E35""]",docs/components/CMP-064-comment-pin.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-064-comment-pin.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-065-comment-thread,CMP-065: Comment thread,specified; runtime coverage not certified,"[""E35""]",docs/components/CMP-065-comment-thread.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-065-comment-thread.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-066-issue-card,CMP-066: Issue card,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-066-issue-card.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-066-issue-card.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-067-history-timeline,CMP-067: History timeline,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-067-history-timeline.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-067-history-timeline.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-068-revision-badge,CMP-068: Revision badge,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-068-revision-badge.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-068-revision-badge.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-069-compare-legend,CMP-069: Compare legend,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-069-compare-legend.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-069-compare-legend.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-070-model-health-indicator,CMP-070: Model health indicator,specified; runtime coverage not certified,"[""E02""]",docs/components/CMP-070-model-health-indicator.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-070-model-health-indicator.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
COMPONENT:CMP-071-recovery-panel,CMP-071: Recovery panel,specified; runtime coverage not certified,"[""E07""]",docs/components/CMP-071-recovery-panel.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/components/CMP-071-recovery-panel.md,Retain all relevant empty/loading/error/permission/recovery/input states; stage applicability and executable proof decide release inclusion.,proposed surface-family route,,,,,,,,,,
