id,title,state,phases,source,url,disposition,routing_basis,body,head,base,head_branch,base_branch,ahead_main,behind_main,file_count,files,failed_checks
RESEARCH:docs/research/RENDERER-BENCHMARK-CANVAS-2D.md,Renderer spike: Canvas 2D benchmark (ARQ-115),reference; adoption requires current owner/ADR evidence,"[""E18""]",docs/research/RENDERER-BENCHMARK-CANVAS-2D.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/RENDERER-BENCHMARK-CANVAS-2D.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/RENDERER-BENCHMARK-CANVASKIT.md,Renderer spike: CanvasKit evaluation (ARQ-117),reference; adoption requires current owner/ADR evidence,"[""E18""]",docs/research/RENDERER-BENCHMARK-CANVASKIT.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/RENDERER-BENCHMARK-CANVASKIT.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/RENDERER-BENCHMARK-PIXIJS-WEBGL.md,Renderer spike: PixiJS WebGL benchmark (ARQ-116),reference; adoption requires current owner/ADR evidence,"[""E18""]",docs/research/RENDERER-BENCHMARK-PIXIJS-WEBGL.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/RENDERER-BENCHMARK-PIXIJS-WEBGL.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/ROOM-REBUILD-BENCHMARK.md,Room rebuild benchmark (ARQ-150),reference; adoption requires current owner/ADR evidence,"[""E13""]",docs/research/ROOM-REBUILD-BENCHMARK.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/ROOM-REBUILD-BENCHMARK.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/ROOMPLAN-CONVERSION.md,RoomPlan conversion (ARQ-173),reference; adoption requires current owner/ADR evidence,"[""E44""]",docs/research/ROOMPLAN-CONVERSION.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/ROOMPLAN-CONVERSION.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/SELECTION-BENCHMARK.md,Selection benchmark (ARQ-149),reference; adoption requires current owner/ADR evidence,"[""E04""]",docs/research/SELECTION-BENCHMARK.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/SELECTION-BENCHMARK.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/WORKFLOW-SYNTHESIS-TEMPLATE.md,Workflow synthesis,reference; adoption requires current owner/ADR evidence,"[""E02""]",docs/research/WORKFLOW-SYNTHESIS-TEMPLATE.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/WORKFLOW-SYNTHESIS-TEMPLATE.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/ZOOM-200-PERCENT.md,200% browser zoom (ARQ-154),reference; adoption requires current owner/ADR evidence,"[""E22""]",docs/research/ZOOM-200-PERCENT.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/ZOOM-200-PERCENT.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARCHITECTURE_AUDIT_AND_CORRECTIONS.md,Architecture Audit and Corrections for the Supplied Arq Draft,reference; adoption requires current owner/ADR evidence,"[""E02""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARCHITECTURE_AUDIT_AND_CORRECTIONS.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARCHITECTURE_AUDIT_AND_CORRECTIONS.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_CAD_BIM_ENGINEERING_GUIDE.md,Arq: Browser-Native CAD/BIM Engine Architecture,reference; adoption requires current owner/ADR evidence,"[""E22""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_CAD_BIM_ENGINEERING_GUIDE.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_CAD_BIM_ENGINEERING_GUIDE.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_IMPLEMENTATION_DEEP_DIVE.md,ARQ: Core Engine Implementation Deep Dive,reference; adoption requires current owner/ADR evidence,"[""E05""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_IMPLEMENTATION_DEEP_DIVE.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_IMPLEMENTATION_DEEP_DIVE.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_MASTER_TECHNICAL_SPECIFICATION.md,ARQ: Web-Native Architectural CAD and BIM Engine,reference; adoption requires current owner/ADR evidence,"[""E02""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_MASTER_TECHNICAL_SPECIFICATION.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_MASTER_TECHNICAL_SPECIFICATION.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_UI_UX_SYSTEM_SPECIFICATION.md,ARQ UI/UX System Specification,reference; adoption requires current owner/ADR evidence,"[""E28""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_UI_UX_SYSTEM_SPECIFICATION.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_UI_UX_SYSTEM_SPECIFICATION.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_ULTIMATE_MASTER_SPECIFICATION.md,ARQ: Ultimate Product and Experience Specification,reference; adoption requires current owner/ADR evidence,"[""E28""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_ULTIMATE_MASTER_SPECIFICATION.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/ARQ_ULTIMATE_MASTER_SPECIFICATION.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/IMPLEMENTATION_BACKLOG.md,Arq CAD/BIM Engine Implementation Backlog,reference; adoption requires current owner/ADR evidence,"[""E00""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/IMPLEMENTATION_BACKLOG.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/IMPLEMENTATION_BACKLOG.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/KERNEL_EVALUATION_PLAN.md,Geometry Kernel Evaluation Plan for Arq,reference; adoption requires current owner/ADR evidence,"[""E05""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/KERNEL_EVALUATION_PLAN.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/KERNEL_EVALUATION_PLAN.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/README.md,"2026-07-24 upload: ""Arq CAD/BIM Architecture Package"" — triage notes",reference; adoption requires current owner/ADR evidence,"[""E33""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/README.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/README.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/SOURCE-README.md,Arq CAD/BIM Engineering Architecture Package,reference; adoption requires current owner/ADR evidence,"[""E02""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/SOURCE-README.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/SOURCE-README.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-001-semantic-source-of-truth.md,ADR-001: Semantic parametric document is the source of truth,reference; adoption requires current owner/ADR evidence,"[""E00""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-001-semantic-source-of-truth.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-001-semantic-source-of-truth.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-002-single-authoritative-model-worker.md,ADR-002: One authoritative model worker owns document mutation,reference; adoption requires current owner/ADR evidence,"[""E00""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-002-single-authoritative-model-worker.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-002-single-authoritative-model-worker.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-003-directed-derivation-is-not-constraints.md,"ADR-003: Directed derivation, constraints, and BIM relations stay separate",reference; adoption requires current owner/ADR evidence,"[""E00""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-003-directed-derivation-is-not-constraints.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-003-directed-derivation-is-not-constraints.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-004-interchange-capability-boundary.md,ADR-004: Interchange support is capability-scoped,reference; adoption requires current owner/ADR evidence,"[""E00""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-004-interchange-capability-boundary.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-004-interchange-capability-boundary.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-005-semantic-operation-collaboration.md,"ADR-005: Collaboration converges operations, then validates semantic state",reference; adoption requires current owner/ADR evidence,"[""E00""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-005-semantic-operation-collaboration.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-005-semantic-operation-collaboration.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-006-jurisdictional-rule-packs.md,ADR-006: Building-code checks are jurisdictional rule packs,reference; adoption requires current owner/ADR evidence,"[""E00""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-006-jurisdictional-rule-packs.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-006-jurisdictional-rule-packs.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-007-semantic-inspect-through-selection.md,ADR-007: Semantic inspect-through selection,reference; adoption requires current owner/ADR evidence,"[""E00""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-007-semantic-inspect-through-selection.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-007-semantic-inspect-through-selection.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-008-desktop-shell-and-native-renderer-boundary.md,ADR-008: Desktop shell and native renderer boundary,reference; adoption requires current owner/ADR evidence,"[""E00""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-008-desktop-shell-and-native-renderer-boundary.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-008-desktop-shell-and-native-renderer-boundary.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-009-nonmodal-validation-and-deferred-geometry.md,ADR-009: Non-modal validation and deferred derived geometry,reference; adoption requires current owner/ADR evidence,"[""E00""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-009-nonmodal-validation-and-deferred-geometry.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-009-nonmodal-validation-and-deferred-geometry.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-010-unified-contextual-interaction-boundary.md,ADR-010: Route contextual interaction through typed semantic proposals,reference; adoption requires current owner/ADR evidence,"[""E00""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-010-unified-contextual-interaction-boundary.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-010-unified-contextual-interaction-boundary.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-011-progressive-accessible-surface-and-motion-system.md,ADR-011: Use progressive visual surfaces and accessible motion,reference; adoption requires current owner/ADR evidence,"[""E00""]",docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-011-progressive-accessible-surface-and-motion-system.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-07-24-cad-bim-architecture-package/decision_records/ADR-011-progressive-accessible-surface-and-motion-system.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-08-06-arq-future-precision-system-6.0-aogrp/00_README_FIRST.md,ARQ Future Precision System 6.0,reference; adoption requires current owner/ADR evidence,"[""E28""]",docs/research/incoming/2026-08-06-arq-future-precision-system-6.0-aogrp/00_README_FIRST.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-08-06-arq-future-precision-system-6.0-aogrp/00_README_FIRST.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-08-06-arq-future-precision-system-6.0-aogrp/01_EXECUTIVE_VERDICT.md,Executive verdict,reference; adoption requires current owner/ADR evidence,"[""E02""]",docs/research/incoming/2026-08-06-arq-future-precision-system-6.0-aogrp/01_EXECUTIVE_VERDICT.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-08-06-arq-future-precision-system-6.0-aogrp/01_EXECUTIVE_VERDICT.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-08-06-arq-future-precision-system-6.0-aogrp/02_VERSION_5_CRITIQUE.md,Version 5.0 critique,reference; adoption requires current owner/ADR evidence,"[""E02""]",docs/research/incoming/2026-08-06-arq-future-precision-system-6.0-aogrp/02_VERSION_5_CRITIQUE.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-08-06-arq-future-precision-system-6.0-aogrp/02_VERSION_5_CRITIQUE.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
RESEARCH:docs/research/incoming/2026-08-06-arq-future-precision-system-6.0-aogrp/03_ARQ_NOT_A_SQLITE_WRAPPER.md,ARQ is not a SQLite wrapper,reference; adoption requires current owner/ADR evidence,"[""E02""]",docs/research/incoming/2026-08-06-arq-future-precision-system-6.0-aogrp/03_ARQ_NOT_A_SQLITE_WRAPPER.md,https://github.com/ruddvz/Arq/blob/a02ccc69e44e41324324c9482a43edbfb58e7905/docs/research/incoming/2026-08-06-arq-future-precision-system-6.0-aogrp/03_ARQ_NOT_A_SQLITE_WRAPPER.md,Retain provenance and suggestions; reconcile through incoming triage/adoption ledger. AOGRP does not replace SQLite; reference implementations do not replace current packages.,source index inventory; detailed proposal adoption remains phase-gated,,,,,,,,,,
