id,title,state,phases,source,url,disposition,routing_basis,body,head,base,head_branch,base_branch,ahead_main,behind_main,file_count,files,failed_checks
@arq/plan-renderer,packages/plan-renderer,source inventory; capability gate required,"[""E18""]",,https://github.com/ruddvz/Arq/tree/a02ccc69e44e41324324c9482a43edbfb58e7905/packages/plan-renderer,"Reuse owning package; existence/tests do not establish a reachable, integrated, released capability.",explicit architecture allocation,,,,,,,,,,
@arq/project-format,packages/project-format,source inventory; capability gate required,"[""E07""]",,https://github.com/ruddvz/Arq/tree/a02ccc69e44e41324324c9482a43edbfb58e7905/packages/project-format,"Reuse owning package; existence/tests do not establish a reachable, integrated, released capability.",explicit architecture allocation,,,,,,,,,,
@arq/project-loading,packages/project-loading,source inventory; capability gate required,"[""E08""]",,https://github.com/ruddvz/Arq/tree/a02ccc69e44e41324324c9482a43edbfb58e7905/packages/project-loading,"Reuse owning package; existence/tests do not establish a reachable, integrated, released capability.",explicit architecture allocation,,,,,,,,,,
@arq/roomplan-adapter,packages/roomplan-adapter,source inventory; capability gate required,"[""E44""]",,https://github.com/ruddvz/Arq/tree/a02ccc69e44e41324324c9482a43edbfb58e7905/packages/roomplan-adapter,"Reuse owning package; existence/tests do not establish a reachable, integrated, released capability.",explicit architecture allocation,,,,,,,,,,
@arq/sync-protocol,packages/sync-protocol,source inventory; capability gate required,"[""E43""]",,https://github.com/ruddvz/Arq/tree/a02ccc69e44e41324324c9482a43edbfb58e7905/packages/sync-protocol,"Reuse owning package; existence/tests do not establish a reachable, integrated, released capability.",explicit architecture allocation,,,,,,,,,,
@arq/telemetry,packages/telemetry,source inventory; capability gate required,"[""E24""]",,https://github.com/ruddvz/Arq/tree/a02ccc69e44e41324324c9482a43edbfb58e7905/packages/telemetry,"Reuse owning package; existence/tests do not establish a reachable, integrated, released capability.",explicit architecture allocation,,,,,,,,,,
@arq/test-models,packages/test-models,source inventory; capability gate required,"[""E25""]",,https://github.com/ruddvz/Arq/tree/a02ccc69e44e41324324c9482a43edbfb58e7905/packages/test-models,"Reuse owning package; existence/tests do not establish a reachable, integrated, released capability.",explicit architecture allocation,,,,,,,,,,
@arq/validation,packages/validation,source inventory; capability gate required,"[""E05""]",,https://github.com/ruddvz/Arq/tree/a02ccc69e44e41324324c9482a43edbfb58e7905/packages/validation,"Reuse owning package; existence/tests do not establish a reachable, integrated, released capability.",explicit architecture allocation,,,,,,,,,,
@arq/workspace,packages/workspace,source inventory; capability gate required,"[""E04""]",,https://github.com/ruddvz/Arq/tree/a02ccc69e44e41324324c9482a43edbfb58e7905/packages/workspace,"Reuse owning package; existence/tests do not establish a reachable, integrated, released capability.",explicit architecture allocation,,,,,,,,,,
@arq/arqfs-worker,workers/arqfs-worker,source inventory; capability gate required,"[""E07""]",,https://github.com/ruddvz/Arq/tree/a02ccc69e44e41324324c9482a43edbfb58e7905/workers/arqfs-worker,"Reuse owning package; existence/tests do not establish a reachable, integrated, released capability.",explicit architecture allocation,,,,,,,,,,
@arq/geometry-worker,workers/geometry-worker,source inventory; capability gate required,"[""E18""]",,https://github.com/ruddvz/Arq/tree/a02ccc69e44e41324324c9482a43edbfb58e7905/workers/geometry-worker,"Reuse owning package; existence/tests do not establish a reachable, integrated, released capability.",explicit architecture allocation,,,,,,,,,,
@arq/import-export-worker,workers/import-export-worker,source inventory; capability gate required,"[""E34""]",,https://github.com/ruddvz/Arq/tree/a02ccc69e44e41324324c9482a43edbfb58e7905/workers/import-export-worker,"Reuse owning package; existence/tests do not establish a reachable, integrated, released capability.",explicit architecture allocation,,,,,,,,,,
