53f7fdd8da34e478097642040e88207ebc9449fb	2026-09-13	test(UX): pin complete global layer order
1e786c15ffa4e9104f0f064dd20ae99baf150c8e	2026-09-13	refactor(UX): consume canonical shell layer tiers
6747f9a4339ea464bd60d49dbd04b041ffe1f51b	2026-09-13	ci(ux): harden #401 clear-selection evidence
bdc40a2ce8a1011f18d3b230a0b54919455773bf	2026-09-13	test(UX): execute workspace registry validator in test suite
71f585328418dd330a41ae1eedfc27be7f195ad4	2026-09-13	feat(UX): promote workspace overlay tiers to shell tokens
59ef70e12abe1cf0eb62b8e28a4425a2b849a1a9	2026-09-13	test(UX): prove command and tool reachability in browser
9c5a061baae0034039b805e41304a861bff1508e	2026-09-13	style(UX): keep overlay contract tables stable
f3e6b15592b444c1908f83a685b75ebce9c48d8e	2026-09-13	style(UX): format canvas overlay zone contract
8a79a8aa45816f176eb3f1c228702b7dae0d606a	2026-09-13	docs(UX): define overlay zones and ownership
e742c8a652569a4247274afcfeb61f88db2d8765	2026-09-13	test(UX): lock overlay zone and pointer contract
c552bfc94f882470cbec9e8e407f864210b84d02	2026-09-13	fix(UX): move phone menu onto popover tier
2310fae1bf7e1b60729f292fb1e75ae596ac8120	2026-09-13	fix(UX): move tab menu onto popover tier
d718bda676faee0ee06ec5c7957b5bfb0aa1c00e	2026-09-13	fix(UX): move workspace sheet onto overlay tier
d4d88072847349dd7b64e7e52f518ac91c96b97c	2026-09-13	feat(UX): export overlay zone contract
f3efd91e85427b1a78785318bc2fd977a2a6dd71	2026-09-13	feat(UX): add workspace overlay layer contract
2a5e1ba1c1e53eebbdca1e349c0df0c6fcd3cb38	2026-09-13	feat(UX): define canvas overlay zones
4184551be3e75636d7feea93fda13699b00b4b43	2026-09-13	docs(test): finish exact-head token and layer audit (#498)
7e2e7e97fdcd6c762a31c6b4976a0fb6d4cad244	2026-09-13	test: remove temporary Prettier probe
51412d641283deb2991ac154de33e1d642ba29b4	2026-09-13	docs(UX): synchronise #403 guard and evidence contract
b531dc581eaf1f0eae1d21fb4074f5a97b548d95	2026-09-13	style(test): apply canonical Prettier output
fabae4fa629bea9421b93bdc5fe0484173c7543e	2026-09-13	test: probe canonical layer guard formatting
190e4789cc4f0fed7d19defdf42e9f86a7efed7d	2026-09-13	style(test): format layer contract guard
8419bffac4307c911c1beab1cb28cdd87f844758	2026-09-13	fix(test): match unitless z-index tokens
24faf533e837e1cb36797c98a43e1fccbadc6a77	2026-09-13	test(design-system): guard named layer tiers and raw escalation
626406e56a8d472dc131a5ea65cbdbabe1172586	2026-09-13	style(docs): preserve audited layer tables
21feadfbf3393a9760170affc6f410f30044f6fb	2026-09-13	style(test): align guard with repository Prettier
e565fc272a8b0996b501a5df75fbe75fae79b58a	2026-09-13	test(ux): disambiguate Select tool activation
ab0bfeb76640632ecd779948b7c64f05eb6c8bee	2026-09-13	style(test): format layer contract guard
2e41f392dd18ecf28ad7290bf97ccfa19356424c	2026-09-13	docs(ux): consolidate current #401 authority evidence
eab4c4c140f2bc4b60d1668443976ea47c74d098	2026-09-13	ci(ux): verify #401 evidence directly
71ce2ec70538d7b5ae0fdbbb57881face0fc6a34	2026-09-13	test(ux): harden #401 selection authority probe
b02227c9ee9f29c4a8874fe92738afb51115fbfd	2026-09-13	docs(test): finish exact-head token and layer audit
6e8276bdfccb34022c4b3d04e64f8e97fb23a25a	2026-09-13	ci(ux): make #401 probe self-diagnosing
2d5a2ae73557049e0d5c2af01f6b0147942b1bcd	2026-09-13	docs(UX): verify #396 workspace ownership at exact head
b8f12b1814ad69e8b27c6c33d83053cab41550a3	2026-09-13	docs(ux): verify workspace ownership at exact head
7b3bbac53eb578a686e80f784df35feae4928212	2026-09-13	docs(ux): revalidate selection authority map for #401
c0a865c0ae09340fc7beeaa6d55c5fddac89c5aa	2026-09-13	ci(ux): run #401 selection authority evidence
6fee0943208bf1e10c8121f133ebb4885362a8ec	2026-09-13	test(ux): add selection authority browser evidence for #401
14d333a225d6b606a8693f85246cacadb1c93ce3	2026-09-13	docs(product): reconcile UI issue graph and next safe frontier
99cebdd5404b73bf1d4654786abbb262f4506d38	2026-09-13	docs(product): add reconciled UI semantic-owner matrix
96a9bdbf518d11db54d7efb632daa364a0364e20	2026-09-13	docs(research): add Pascal editor adoption ledger
e292d3c50aa19e8105c29662ed21a3bb739ac225	2026-09-13	docs(ui-ux): audit tokens motion and overlay layering
933771396e7f9ede1548212c798665520a04b957	2026-09-13	docs(ui-ux): map selection and focus authority
48c5a7399166a6288a77b76a374b5b660ae471a6	2026-09-13	docs(ui-ux): audit command and tool reachability
2d82ca4c3c8e67755828e6ae117ac13ad101f610	2026-09-13	docs(marketing): record public-site verification gates
2723e2c89c64e9f5c8195100de3743474e492319	2026-09-13	chore(marketing): refresh governed language context
47d1001932c0b0213f9d4476e08340950cd31309	2026-09-13	chore(marketing): run one-shot language context refresh
7677683db7ac818fab8ada7ac83d046830aa18c0	2026-09-13	docs(marketing): document editorial migration boundary
028a5125aca41da7069af805be8515a6a2776497	2026-09-13	docs(ui-ux): map workspace shell ownership
640957162399b31a8a2ad8c2122cc5447e6ee3be	2026-09-13	chore(marketing): refresh formatting and engineering context
8f6ae57e5332e714413fe5ebc208af8163126904	2026-09-13	chore(marketing): run one-shot governed repair
ec17f4ba3c793cbe579a4e9d475b8003d2c3710c	2026-09-13	feat(marketing): recompose PUB-001 as editorial proof slice
45e6962f6666adec1fcde754d5ec8527ec7c6d42	2026-09-13	build(marketing): publish canonical brand tokens and editorial stylesheet
ea99da3f6e998ccfe79799bd4f40e0a3622db7ba	2026-09-13	docs(ui-ux): add semantic ownership routing graph
08cdcc227865305d3c8bdddf815ab72066f3e894	2026-09-13	feat(marketing): load canonical brand tokens and editorial layer
b8a6dca8f4f4620347f94548aad98c29354f9556	2026-09-13	feat(marketing): add editorial layout and visual foundation
f2bfb41fb2f82c1a9c2694cfd15fc803238a4b7b	2026-09-13	feat(marketing): add editorial public-site primitives
b58a77d85a43fa8c1e2c92cac4f0a06251a219d0	2026-09-13	docs(ui-ux): add issue execution index on main
df04288c182bdfcee91f92e70b0e5d0017fc0628	2026-09-13	docs(ui-ux): add issue execution index
51b6f7e42641fac4a487282be7ab0a9c0ed89587	2026-09-13	docs(product): add ARQ UI/UX master execution plan
408b08914aa28df6dd69a42b723926a5a1e164f8	2026-09-12	docs(research): link Archaiflow reference from workflow audit
5782952c52deb2f762a60c150903a5354b887e66	2026-09-12	docs(research): add Archaiflow reference note
3c16942f72a5da8234973e45fe794ef6eec158bd	2026-09-11	fix(platform): preserve WebGPU availability semantics
d292ace3cf7dc45cdff6dedca1af477772512953	2026-09-11	ci(zeus): verify cross-language repository graph
c83d761b0e3ccf62936d9a816f65e8268dbe56b6	2026-09-11	chore(arqfs): remove temporary engineering context workflow
0e76647b60530fe0d503c491c98558be74760d37	2026-09-11	fix(platform): satisfy strict equality lint rule
8a9a5a2f59d21ce9c91e259850d29d39c4e3d2ef	2026-09-11	chore(zeus): version cross-language extractor
5f8131f0514d9ede5729a7b1cfb5b247e5b87119	2026-09-11	chore(engineering): refresh context for native persistence
48801b2b28969586ae847fb714fa6ee16fce941a	2026-09-11	feat(zeus): consume cross-language repository evidence
107804d39e95ee4f7933ac5e99629ac819c07447	2026-09-11	feat(zeus): route graph command through cross-language extractor
490b080a39c2e9d6072b0eb0aebd162105c24042	2026-09-11	chore(arqfs): refresh engineering context for #355
4b482d8e5e669fdc59790af7d8272379154bb608	2026-09-11	fix(zeus): keep mirrored package edges deterministic
522ab977d6c4f012b401bd5d030a35057447374a	2026-09-11	test(zeus): measure representative graph performance
ee9b54759b1c65cfc7aa0fee480068b125073003	2026-09-11	chore(arqfs): remove temporary language refresh workflow
ec738d57a27196ae22dd852ec2ffcb8e8f78d5dd	2026-09-11	style(validation): terminate browser evidence markdown
9f72de85c532b1d7184ea8df9a4e750861852038	2026-09-11	test(zeus): cover cross-language graph propagation
077a5b4459d4c73ec21a18b9ea9b8069cde7b8b9	2026-09-11	style(validation): make browser evidence markdown prettier-safe
895770e0dc7aaf2b590595c41298d9268b39fdf0	2026-09-11	feat(zeus): compose cross-language graph extraction
f4a285c31b393a82ac4f3f7bfc6eef278b6a4bd3	2026-09-11	chore(language): refresh context for native persistence
e43a0fe206334446b466ca3384edb79b67b25099	2026-09-11	docs(validation): clarify browser smoke CI artifacts
4fb6ed75f40ac2269dffab95cb42200cb3f4c979	2026-09-11	feat(zeus): add TypeScript alias graph extractor
8280456c21b028b56d677666ed103ac23c9f0993	2026-09-11	feat(zeus): add Rust and WASM graph extractor
578b2f246f54f4e903a2b929252f20d33d527dd3	2026-09-11	chore(arqfs): refresh language context for #355
a47f3cacadf847cb7f5a688db0c6eabb099faf67	2026-09-11	style(platform): format browser smoke harness
56be8582cb1704efd9cf83a542cac83267a6594b	2026-09-11	chore: apply repository formatter to browser smoke harness
26c6fc1fd91e50fdc54620da90faa0332879ff90	2026-09-11	chore(arqfs): remove temporary final safety workflow
3683606c043430ef2b8b30c896ec4d3c7bce7907	2026-09-11	chore(arqfs): remove temporary final correctness workflow v2
b77b5715c513b38b65ec364dbe07bbb0aef32fe2	2026-09-11	chore(arqfs): remove temporary final correctness workflow
d56185bbcbb7ea9e38ddf14ecd272dca386349b0	2026-09-11	fix(arqfs): retain every unsaved native change
5a1168c4e8a9876bd66720c303df223704eb0c12	2026-09-11	docs: align geometry unit contract with ADR-0004
2198a7e73cd2eed5678971d28adabfbff12433b8	2026-09-11	docs: align D-014 with accepted unit ADR
dade99a4be0d887a1d4e820091cc15117d4f722d	2026-09-11	docs: accept canonical geometry units decision
a80058058ff8d8f7d154dbc373fa4c55e3de5dda	2026-09-11	chore(arqfs): validate final #355 failure safety
91b411a81d9f09d1ef61be7470d0f1ecfca8d323	2026-09-11	docs(validation): distinguish engine smoke from GPU support evidence
54c3b0c7c026c19c9296eefb0c4649c508695e62	2026-09-11	fix(platform): separate smoke health from GPU capability evidence
063a4bd9e6505ba6d35ae6b7942fbb6f9796a4de	2026-09-11	fix(arqfs): keep save status tied to latest edit
287031fa7b83e7f8d79d6ae3bafa176fcada9fdf	2026-09-11	chore(arqfs): rerun final #355 correctness fix
24db2b41550b4ac195d9709a9e6cd432867f4871	2026-09-11	chore(arqfs): validate final #355 status correctness
f0d4c1501df082c15388d74a718737c3416df3dd	2026-09-11	docs(validation): define browser engine smoke evidence boundary
6b1150f211609c44ee086ad5ca00d7bc048b4998	2026-09-11	ci(platform): run browser engine smoke matrix
33fdfc64c408f43212e7319b739d9bee49f6992b	2026-09-11	test(platform): add cross-engine browser smoke harness
5f6c894c5b79a7798bcac3464df314814fdc2186	2026-09-11	docs(validation): record browser matrix evidence and decisions
3765585a90c093101c06909877cacdc3b9186c2a	2026-09-11	chore(arqfs): remove temporary #355 recovery script
4710d825a714a5b0851b309c3e86a66b12e4ecc2	2026-09-11	chore(arqfs): remove temporary #355 recovery workflow v3
8b59efc987959a09ae26cdc359392f391bf6b16f	2026-09-11	chore(arqfs): remove temporary #355 recovery workflow v2
e77e250863f6218e46ae41ac2a08e7f6617b7dc0	2026-09-11	chore(arqfs): remove temporary #355 recovery workflow
152fc9bcb0f4f5e8a820f5247d3174decc75fa29	2026-09-11	docs(validation): refresh browser and device support matrix
efc9174f06e92c6c03c4ee602c637cbba99274a7	2026-09-11	feat(arqfs): persist workspace edits through native sessions
7631de4d65864ab3894aee01a09cc4bdcdd183d5	2026-09-11	chore(arqfs): rerun #355 recovery against current App formatting
357a79fc6af76fc5e3aa7b5c840a10da09b98f89	2026-09-11	chore(arqfs): rerun #355 recovery with structural patch
4e84be759e33e7d3b8affd4d7c625f081f876004	2026-09-11	chore(arqfs): harden #355 recovery patch
2c340fccd1d6163df485ee46d64da3eb254ed5cf	2026-09-11	chore(arqfs): run #355 recovery integration
2a1540fe3d0c098b2f6a4527aed5d8be216ba6d7	2026-09-11	test(arqfs): cover workspace persistence routing
9342b8b5392b2fcc8d4108f7fed4bf3e83451406	2026-09-11	feat(arqfs): add workspace persistence bridge
5f965f7678a09e1fbd9a81d51778236fce682736	2026-09-11	Merge pull request #357 from ruddvz/codex/arqfs-cow-migration-v1
a4f6941b5c0b9ef1441a4ea0ca9e1f95cc5a4a60	2026-09-11	ci: restore ARQFS final tree after exact-head trigger
1d57520d6c8fa3c389145644c3c7e27cc4593cf8	2026-09-11	ci: retrigger ARQFS exact-head checks
ab7421b538c6acba7729209daeabad9e8dfabc6d	2026-09-11	chore(arqfs): refresh governed context proofs
f9468a5852365d047dac6686b3a1c645e7e3f0b6	2026-09-11	ci: refresh ARQFS governed context proofs
4e3af39fe8abfb8e215030bd3e98d0b316be178c	2026-09-11	fix(arqfs): restore tracked benchmark evidence after proof run
c4da70723f0e83fa1b8719d23a24917bb81a1263	2026-09-11	test(arqfs): prove schema migration over real Worker and OPFS
d9888c24e02cfb746076c490245becb8ea0ce5fe	2026-09-11	test(arqfs): run real Worker migration proof
46bef80efcba5dc8d337b060ee9d4921e00c456f	2026-09-11	test(arqfs): prepare real Worker migration proof
d85a82f4d4497b3576d1779e70654b408ddd3a5a	2026-09-11	feat(arqfs): migrate older projects on isolated working copies
47cdf5b1f7de72325e0c23d744d76d44daf9e7c6	2026-09-11	ci: update ARQFS migration fixture shapes
9f3e2d3506b505eb93b22252c31777572906c9e8	2026-09-11	ci: keep ARQFS migration behind healthy-copy gate
ae7cd511a94e9dbf8b9ddd58dbc34a7815a5c5bd	2026-09-11	ci: cover ARQFS migration policy wording
96e014d563b824e07db8c43c1d54ffa31ca71149	2026-09-11	ci: fix ARQFS migration type import before verification
6ed90f8ac03a4f430ae8846821491bc635981ab9	2026-09-11	ci: simplify ARQFS migration patch runner
d22c4bdc8f25c2f5b5f3e359a0d19ec68ebc9bd4	2026-09-11	ci: move ARQFS migration patch logic out of workflow yaml
c137baa58e2368ff81887f1fd9f040e498975aff	2026-09-11	ci: apply focused ARQFS migration patch
4f1fda24c8d36157087b0ce78ea0cbf28e6d259c	2026-09-11	Merge pull request #353 from ruddvz/codex/zeus-default-branch-dual-trigger-v1
7bf82cbfd52b50fd6a6091fbf757063b2b95cf55	2026-09-11	chore: add temporary ARQFS migration implementation runner
4a88bec72ef76660daf643babbbf675b3a6afec6	2026-09-11	test(zeus): cover Rust WASM and TypeScript symbol extraction
8e5875b5475d9a45e8132e413e04721104955211	2026-09-11	build(deps): bump the minor-and-patch group across 1 directory with 11 updates
cd974586aebc04b2f50ae51f24b8f7ab6cd19158	2026-09-11	feat(zeus): add deterministic cross-language symbol extraction
168c9963dd20fd8f569bf16c67256489a9432c8d	2026-09-11	feat(Zeus): enrich repository graph across Rust and WASM
d84e7fa8bc51af32bbe2a775bf38c8fe77872820	2026-09-11	chore(zeus): print canonical formatter output for CI repair
5e42fb86d7ac8aea4bdda4f8047421f6e90ebe08	2026-09-11	ci: remove temporary language context refresher
8f6a028ae41912af755091d8842c73bf116a230e	2026-09-11	test(Zeus): cover Rust and TypeScript symbol extraction
f8131932ae40576ad674be1634ff38e46e2e4e56	2026-09-11	chore(language): refresh source-hashed context
89d8c32f00fd84d8f596a8ea3f1e741b7237bc65	2026-09-11	feat(Zeus): extract Rust and TypeScript repository symbols
2152931de51d98c9bc41529dc860314357e5ba00	2026-09-11	chore(language): refresh governed context for migration
13ff85674d64e2a66d1620a176a71ac53f07f532	2026-09-11	style(zeus): format cross-language graph parser
cc0aec49f6a7013c13fb3c6888bf0515f16f7630	2026-09-11	chore(language): add temporary context refresh workflow
b4e5409a9ee680314ec2f80fc8d55093a24ea1c2	2026-09-11	chore: format and validate graph parser
d0d9f0d9f22e99fc41b1af787dba2dab1fadd222	2026-09-11	test(Zeus): measure adaptive CTO quality per work (#352)
c0b62402b477288c6c3b8e7f9dd99638d89f3061	2026-09-11	style(zeus): satisfy adaptive quality formatting gate
e8b437654348f887685ec54d511f6fffe6bab68f	2026-09-11	chore(zeus): remove check trigger marker
9578d376f97293aa0de021f19c323ebc62fecc49	2026-09-11	chore(zeus): trigger exact-head migration checks
b1c3fed391699a364882c2df6c5e163363c4dbc2	2026-09-11	chore(engineering): remove temporary context refresh workflow
5a143495cbe15abeb056ce84ed8990d56fb2f508	2026-09-11	chore: validate cross-language graph parser
0b8f9506005465fb65e2cb1e37c6f15a645bae07	2026-09-11	test(zeus): cover cross-language symbol facts
7fd9acde5b2c15094a0233fcbccb99cf97911f1b	2026-09-11	chore(engineering): refresh source-hashed context
6caea7d0663cc0f71d1d2f5fa854e77cba25607d	2026-09-11	chore(zeus): refresh engineering context for main migration
09e9b29ce07bbe2b661fabf171675d77c83cca7b	2026-09-11	chore: retrigger exact-head validation after concurrency collision
7a3ec033a38238bb28833a407c459befe9f7c1b8	2026-09-11	feat(zeus): add cross-language symbol fact parser
247ce76c7454d57aa056b9098cbfd2597fe48a7b	2026-09-11	chore(zeus): refresh engineering context for migration
cde64b775a784fe0c77472bcda808617fe97eb92	2026-09-11	ci: let context refresh commit deterministic proof
7570a6f1c6fd4d4a1c3aaec83672a7446ea48e7f	2026-09-11	chore: retrigger exact-head validation
b9d43ffc7ad9d7f97a6740d1fdd501cc6df38ed7	2026-09-11	ci: regenerate Engineering OS context for cutover proof
3ee36111ef82307b505662132a231de1c27ef647	2026-09-11	fix(zeus): format adaptive quality evaluation
e6e9b4833855cf4228388757e75604ef645bcb44	2026-09-11	chore(zeus): keep Pages live through main migration
e562ac69da5d73e4104e6ff9764950a75f4a15ca	2026-09-11	chore(zeus): make CI migration-safe for main
97c44c67d4782c71a314c67d987b52b323b49b05	2026-09-11	chore(Zeus): remove temporary adaptive eval formatter
ed47817d04cd38991065cfafc87462b6fb53e6a9	2026-09-11	chore(zeus): make Pages default-branch cutover safe
3207001ee02d7319d8a3d622de97507286a83c8c	2026-09-11	chore(zeus): make CI default-branch cutover safe
a1bbe385ebfdad5bf2e1738f6b9e7b193b69855d	2026-09-11	ci(Zeus): restore strict adaptive eval formatting check
41798af647e92f5ea692800b5541398abf7a2189	2026-09-11	style(Zeus): format adaptive evaluation
04e5bc5b7239c4a9167080e978e1da01a0537f66	2026-09-11	ci(Zeus): format adaptive eval with pinned prettier
ef0bac3c402c35008fd8159f0f8bbbab6e544f8c	2026-09-11	ci(Zeus): expose pinned prettier diff for adaptive eval
8130b2ffff58d9d01d87dc9a598db9d9a45a2074	2026-09-11	test(Zeus): enforce measured adaptive work reduction
c72e1e4383367bc99c54a6bd0f4f28c5ebd20107	2026-09-11	fix(Zeus): measure adaptive work against fixed-tier baseline
77555dd9829e84fc75d056e94fbd4c1b84c59350	2026-09-11	chore: remove temporary formatter workflow
18655525f1bdb3c7a2ec251b09f2e248e3a24c4a	2026-09-11	style(zeus): format adaptive quality evaluation
7d43893457015002223ec4e1ad538271b0f49787	2026-09-11	test(zeus): prove adaptive retrieval keeps proof pairs
0208967e262ef7d98b1997c6fbd2af749b1fdda2	2026-09-11	fix(zeus): retain valuable source-test proof pairs
f39eb28626dc9a7a1b100fc07cc1434a3d8c8c1d	2026-09-11	chore: inspect formatter output for adaptive eval
5259430d180f06f0eb34f0f432373ddb5da41a07	2026-09-11	ci(Zeus): run adaptive quality-per-work evaluation
1f7fdfa493a8b45a22949d697b02b40ad688a896	2026-09-11	test(Zeus): cover adaptive representative eval regressions
75fdfbb948f87656630d8c2494d268324dc76ff8	2026-09-11	feat(Zeus): add deterministic adaptive quality-per-work eval
9993f4b176ae04606b87dba5fa0e52f1568dc57c	2026-09-11	ci(zeus): verify adaptive quality per unit of work
841e1bbf81ed0ffb2668ea27e8716037376fe421	2026-09-11	test(zeus): add adaptive quality evaluation
677f1d3f09e221bc0afed47b4f40612bff29cfef	2026-09-11	test(zeus): cover adaptive context stopping
cdf2127b8652a62b02c300e0a562d2fd883de1ee	2026-09-11	feat(zeus): add adaptive context selection
01c40254e7e5f28aa3c9683771ad869e265b65a3	2026-09-10	chore(zeus): remove temporary adaptive context formatter
a55e87ab68da29ba2cd6a8a2a5f029f20016158c	2026-09-10	style(zeus): format adaptive context quality
0e32aedc44a375bd3f14aed6ae311e0a0681be29	2026-09-10	chore(zeus): temporarily format adaptive context quality
d154101489e6da5134e8117b52e5ac917cf8a69b	2026-09-10	feat(Zeus): bind repository intelligence to evidence and gates (#350)
d3b591e4ca21f2e02b48862cd2890ed41b8c0acc	2026-09-10	chore(zeus): validate adaptive context quality
c6cc2b8b50646010cc2c51448ebc1b04d20d6be6	2026-09-10	test(zeus): cover adaptive context source pruning
d659263a644c5a33a32f289094a0268002b780f9	2026-09-10	feat(zeus): add value-of-information context pruning
b8a9a60bce01bcdc3b12cb7fafe3bb621a33c513	2026-09-10	chore(zeus): probe adaptive quality-per-work measurements
0e2258ff84fd5211bab8e6b38e348e19935fee9e	2026-09-10	chore: trigger exact-head validation for repository ledger integration
06bafc7089f956b39e414ceaa0a984c0d80331a0	2026-09-10	chore: remove PR 350 context refresh helper
a80a080536d0c0fc88b437f3d54b132e405da24b	2026-09-10	chore(engineering): refresh context for repository ledger integration
b13c404c2ad2e9c73aac686da60d05696aad514c	2026-09-10	chore: refresh PR 350 engineering context
234463ea576ad5f1e4e8b3b7e5fb2222c53d68d8	2026-09-10	feat(zeus): bind repository intelligence to evidence and gates
9a7e8216cd69549aa489d14b8c1a59ff57c0a87c	2026-09-10	fix(Zeus): enforce autonomy in canonical verify and drift (#348)
4cfaa699e3126cd64282d1fdae25de32b50cb6d2	2026-09-10	test(zeus): use narrow complete protected graph seed
909f2eb4e9f23396de8596b1ed418c4f7fa580e8	2026-09-10	chore(zeus): validate tightened repository ledger v5
e92c44c322488d1a99d9fe9a7af58f82585696c5	2026-09-10	test(zeus): prove uncertain graph cannot certify protected evidence
b98747373ffdca192e33a05c1ce4c469062c1239	2026-09-10	fix(zeus): fail closed on uncertain graph ledger evidence
d76402ba048d60643efc77d22b75d0871777759b	2026-09-10	feat(zeus): route CLI gate through graph-aware wrapper
46800e4ab5515977b9af699a6cfe6f6ea777f279	2026-09-10	chore(zeus): remove temporary ledger validation workflow
1a98d72cc344bea846ed589e8a003dfa0fe1b637	2026-09-10	feat(zeus): route gate command through graph-aware wrapper
f8060e616fe6aefacb08ee567d6bbf675ab23108	2026-09-10	test(zeus): add repository-intelligence ledger regressions
f266c895ee7776a70238bcd80704d7d31c1d50bc	2026-09-10	feat(zeus): add graph-aware gate wrapper
a80aaaaca652b297d11a4ba2bd63ab3ce66ab036	2026-09-10	chore(zeus): temporarily validate repository ledger v5
90235f731d3e0111aa74b0419886fd8aaac74788	2026-09-10	feat(zeus): bind repository intelligence to evidence and gates
567fce62e7eb79bee05c8d33cd05b20498856dbd	2026-09-10	test(zeus): include AGENTS in drift guard fixture
4197953e1d2e86b513cb4a9e9ef70c046a8254ea	2026-09-10	feat(zeus): bind repository graph to existing evidence and gate ledgers
0c00bc060b086bcc57c7bae42711f61911aede35	2026-09-10	feat(Zeus): integrate repository graph into compile and impact (#349)
83afddf4378581002ecce6e2e456aca6b32cc8e0	2026-09-10	fix(zeus): retain exact graph seeds across gate lifecycle
9d25dafae7350bf0e8514a014a31dd780b50dd74	2026-09-10	fix(zeus): bind exact graph seeds on evidence entries
fe683f83eeb807283c613a9788a53fbebca0f10c	2026-09-10	fix(zeus): preserve exact repository graph query in ledgers
9ac8c026185f4b8eb0240e62c68e4e0975d0a1e7	2026-09-10	chore(zeus): temporarily execute repository ledger regressions
4061bf59b5086088a463327c81ad05adb6d2d144	2026-09-10	feat(Zeus): add four-axis doctor and next-action status (#346)
9a0c4276286a97d4d7c9095144915e7c916084fc	2026-09-10	chore(zeus): remove temporary graph formatter workflow
a8a15d6932cc5181316d938d9f5de578e1959c2c	2026-09-10	style(zeus): format repository graph integration
ec56df1ab3386a0441d3aea2d2305d5c46833473	2026-09-10	chore(zeus): temporarily format graph integration
998285584308ec42240e7abd39641ed97df0f23d	2026-09-10	chore(ci): remove temporary autonomy format probe
929cca2e29df118bba293ff8668b09b5516a3563	2026-09-10	chore(zeus): remove temporary ledger formatter workflow
b087d08dca3b5a4e8609ba878196882ea6c16431	2026-09-10	style(zeus): format repository ledger integration
eb8f862bca285c46e716ffa3841839e5f67e7ea0	2026-09-10	chore(zeus): temporarily format repository ledger slice
b186084cfbb1cea73b6da3d52c224a63b6bf1e84	2026-09-10	chore(zeus): probe drift guard formatting
7588c0cb6ee1b712be617c04b780bee5af42c26b	2026-09-10	style(zeus): format autonomy drift guard
6f4084973a4676c18baa2e1a8cb4a9ed2a2f2c69	2026-09-10	chore(zeus): remove temporary autonomy formatter workflow
88c252f200da05f6007c96ea94cb67a6ffffbad5	2026-09-10	chore: probe ledger engineering context regeneration
dbc2c13a9c77553540f8d3fa5fb2fc2bcf1513f1	2026-09-10	chore(zeus): remove temporary autonomy format autofix
3659b21039747f59894e8a97e8c888222b1d4ed2	2026-09-10	feat(zeus): route canonical gate script through graph-aware ledger
6d8a8bf044751d5f44798462a15eff7a40988de0	2026-09-10	chore: add temporary autonomy formatter
d31deacee64b145af8e42ce0d7ccee46853e9c7f	2026-09-10	test(zeus): run graph-aware ledger regressions
63c7ba1e96c68a578d43655a12e57ccbeaefb147	2026-09-10	style(zeus): format graph integration regressions
75aeea41acc0f3dcae6df23a92d15c546405202d	2026-09-10	test(zeus): cover graph-bound evidence and gate ledgers
756e2f4b9516f6ef94cba64f33b1a41753bdeb3b	2026-09-10	chore(ci): apply pinned formatter to autonomy integration
c5c7c1050d1d43f5a787cf9065b9396f801ef784	2026-09-10	style(zeus): format graph impact integration
8446eb4d4156c60fd4afea67821493305217d63b	2026-09-10	fix(zeus): bind graph-aware gates to current fingerprint
